# High-quality Arabidopsis PPIs dataset, a total of 11858 PPIs.
Protein1	Protein2
C0LGI5	Q8W4S5
C0LGI5	Q9C7S5
C0LGI5	O22938
C0LGI5	Q94AG2
C0LGI5	C0LGU5
C0LGI5	Q9LUL4
C0LGI5	O49545
O65924	Q9ZRF9
Q9FG24	Q9ZRF9
Q8LFN2	Q9ZRF9
C0LGQ9	Q9ZRF9
Q9LFG1	Q9ZRF9
Q94C77	Q9ZRF9
Q9S7I6	Q9ZRF9
Q9M2Z1	Q9ZRF9
Q9FK10	Q9ZRF9
Q06BH3	Q9ZRF9
Q6R2J8	Q9ZRF9
Q9LUL4	Q9ZRF9
C0LGR3	Q9ZRF9
C0LGQ5	Q9ZRF9
Q9FL28	Q9ZRF9
O49545	Q9ZRF9
C0LGT6	Q9ZRF9
Q9M2Z1	Q9M9C5
O22938	Q9M9C5
C0LGJ9	Q9M9C5
Q8LFN2	Q9M9C5
Q9LUL4	Q9M9C5
C0LGI5	Q9FN93
C0LGI5	C0LGQ5
C0LGI5	Q0WR59
Q6R2J8	Q94AG2
Q42371	Q94AG2
Q94AG2	Q9LFS4
Q94AG2	Q9C7S5
C0LGQ9	Q94AG2
C0LGU5	Q94AG2
Q8LFN2	Q94AG2
Q94AG2	Q9LUL4
C0LGI5	C0LGX3
C0LGI5	Q06BH3
C0LGI5	Q6R2K1
C0LGI5	O22476
Q9C7S5	Q9SKG5
O22476	Q9C7S5
Q6R2K2	Q9C7S5
Q9C7S5	Q9LJF3
Q9C7S5	Q9ZQR3
C0LGW6	Q9C7S5
Q42371	Q9C7S5
Q6R2K3	Q9C7S5
Q9C7S5	Q9FL28
Q8LPS5	Q9C7S5
Q9C7S5	Q9LUL4
C0LGR3	Q9C7S5
O49545	Q9C7S5
Q9C7S5	Q9LYN8
C0LGJ1	Q94F62
C0LGJ1	C0LGR9
C0LGJ1	Q8W4S5
C0LGJ1	Q9SUQ3
C0LGJ1	Q9FMD7
C0LGR9	Q9SSL9
C0LGL4	Q9SSL9
C0LGR6	Q9SSL9
C0LGQ7	Q9SSL9
O49545	Q9SSL9
Q9M8T0	Q9SSL9
Q9LVI6	Q9SSL9
C0LGJ9	Q9SSL9
Q9SD62	Q9SSL9
C0LGJ1	C0LGU5
C0LGJ1	C0LGJ9
C0LGJ1	Q3E991
C0LGJ1	C0LGV0
Q6R2K1	Q8LFN2
Q42371	Q6R2K1
Q6R2K1	Q9LFS4
Q6R2K1	Q8VYT3
Q6R2J8	Q6R2K1
C0LGQ5	Q6R2K1
C0LGQ7	Q6R2K1
Q6R2K1	Q9FG24
C0LGU5	Q6R2K1
O49545	Q6R2K1
Q6R2K1	Q8W4S5
Q9M2Z1	Q9SYQ8
C0LGN2	Q9SYQ8
C0LGR3	Q9SYQ8
C0LGT1	Q9SYQ8
O49545	Q9SYQ8
C0LGJ1	C0LGL4
C0LGJ1	Q9M8T0
C0LGJ9	C0LGQ9
C0LGJ9	O49545
C0LGJ9	C0LGR6
C0LGX1	Q9ZVR7
C0LGU7	Q9ZVR7
Q9LUL4	Q9ZVR7
Q9SCT4	Q9ZVR7
C0LGL4	Q9ZVR7
Q3E991	Q9ZVR7
C0LGP9	Q9ZVR7
Q9C9Y8	Q9ZVR7
C0LGK4	Q9ZVR7
Q8VYT3	Q9ZVR7
O49545	Q9ZVR7
Q9FK10	Q9ZVR7
Q0WVM4	Q9ZVR7
Q9M8T0	Q9ZVR7
C0LGR9	Q9ZVR7
Q9SUQ3	Q9ZVR7
C0LGU5	Q9ZVR7
Q9FMD7	Q9ZVR7
Q8W4S5	Q9ZVR7
Q9FK10	Q9ZPS9
Q9FL63	Q9ZPS9
O64483	Q9ZPS9
Q9SUQ3	Q9ZPS9
C0LGQ5	Q9ZPS9
C0LGJ9	Q9ZPS9
Q9M8T0	Q9ZPS9
C0LGL4	Q9ZPS9
Q9FMD7	Q9ZPS9
Q9LVI6	Q9ZPS9
Q8W4S5	Q9ZPS9
C0LGU5	Q9ZPS9
C0LGJ9	Q8W4S5
C0LGJ9	C0LGP4
C0LGJ9	Q9M0G7
C0LGJ9	C0LGU0
C0LGJ9	O22938
C0LGJ9	C0LGP2
C0LGJ9	Q9SUQ3
C0LGJ9	Q9SCT4
C0LGJ9	C0LGR3
C0LGJ9	Q9SNA3
C0LGJ9	P47735
C0LGJ9	Q9LIG2
C0LGJ9	C0LGK9
C0LGJ9	Q94C77
C0LGJ9	Q9FMD7
C0LGJ9	Q9LVI6
C0LGJ9	C0LGU5
C0LGQ7	Q8LPS5
Q8LPS5	Q94C77
Q8LPS5	Q8VYT3
Q8LPS5	Q9ASS4
C0LGQ9	Q8LPS5
O64556	Q8LPS5
Q8LPS5	Q8W4S5
Q8LPS5	Q9FL28
Q9FG24	Q9SKG5
C0LGQ9	Q9SKG5
Q8LFN2	Q9SKG5
Q9LJF3	Q9SKG5
Q9FL28	Q9SKG5
Q6R2K3	Q9SKG5
Q6R2J8	Q9SKG5
Q8LPS5	Q9LUL4
C0LGU5	Q8LPS5
O22476	Q9ZQR3
C0LGU5	Q9ZQR3
Q9SUQ3	Q9ZQR3
C0LGX3	Q9ZQR3
Q9FMD7	Q9ZQR3
Q6R2J8	Q9ZQR3
Q9FL28	Q9ZQR3
Q42371	Q9ZQR3
Q6R2K3	Q9ZQR3
Q8LFN2	Q9ZQR3
Q9LUL4	Q9ZQR3
C0LGX1	Q9ZQR3
Q8LPS5	Q9FK10
Q6R2K3	Q8LPS5
O81069	Q8LPS5
Q8LPS5	Q9ZQR3
Q8LPS5	Q9LYN8
Q0WVM4	Q8LPS5
Q8LPS5	Q9LIG2
C0LGW6	Q8LPS5
Q8LPS5	Q9S7I6
C0LGK4	O49545
C0LGK4	Q8VYT3
C0LGK4	Q9SKB2
C0LGK4	Q9LUL4
O65924	Q9FN93
C0LGK4	O64556
C0LGK4	Q94F62
C0LGK4	Q9LIG2
C0LGK4	Q9LT96
C0LGK4	C0LGP2
C0LGK4	C0LGL9
C0LGK4	Q6R2K3
C0LGK4	C0LGK9
C0LGR6	O64483
O64556	Q9SUQ3
O64556	Q9C9Y8
C0LGR9	O64556
O64556	Q9M8T0
C0LGU5	O64556
O64556	Q8VYT3
O64556	Q8W4S5
O64556	Q9FMD7
C0LGP4	O64556
C0LGS3	O64556
C0LGK4	Q9LFS4
C0LGX3	O65924
O49545	O65924
C0LGQ4	O65924
O64483	Q9SKB2
O64483	Q0WR59
C0LGS2	O64483
C0LGS3	O64483
O64556	Q9FL63
O64556	Q9LFS4
O64556	Q0WVM4
C0LGR6	O64556
C0LGN2	O64556
C0LGR3	O64556
O64556	Q9LUL4
C0LGP9	O64556
Q06BH3	Q9M8T0
Q06BH3	Q9LVI6
Q06BH3	Q6R2K3
Q06BH3	Q9ASS4
C0LGT6	Q06BH3
Q06BH3	Q8VYT3
O81069	Q06BH3
Q06BH3	Q9LFS4
Q06BH3	Q9C9Y8
Q06BH3	Q9FMD7
Q06BH3	Q9LUL4
C0LGQ7	Q06BH3
Q0WVM4	Q9LT96
C0LGR3	Q0WVM4
Q0WVM4	Q9LFS4
C0LGP2	Q0WVM4
Q0WVM4	Q8VYT3
Q0WVM4	Q9LIG2
Q0WVM4	Q9FN37
Q0WVM4	Q9SKB2
Q0WVM4	Q9FII5
C0LGN2	Q0WVM4
C0LGU1	Q0WVM4
Q0WVM4	Q9M2Z1
Q0WVM4	Q94F62
Q0WVM4	Q8W4S5
C0LGT5	Q0WVM4
Q0WVM4	Q8LFN2
Q0WVM4	Q9SNA3
C0LGL9	Q0WVM4
C0LGK9	Q0WVM4
O82318	Q0WVM4
Q0WVM4	Q6R2K3
C0LGX1	Q0WVM4
Q0WVM4	Q9LUL4
O82318	Q8W4S5
C0LGK9	C0LGL4
C0LGK9	Q9LHP4
C0LGK9	Q9LVI6
C0LGK9	C0LGU5
C0LGK9	C0LGU0
C0LGL4	O82318
O82318	Q9FK10
C0LGQ5	O82318
O82318	Q9LFS4
C0LGR9	O82318
O82318	Q9M8T0
O82318	Q9SUQ3
O82318	Q9FL63
O82318	Q9LVI6
O82318	Q8VYT3
C0LGT1	O82318
O82318	Q9FMD7
C0LGU5	O82318
O82318	Q9LUL4
Q42371	Q9LUL4
C0LGR3	Q42371
O82318	Q94F62
O82318	Q9C9Y8
O48788	Q8VYT3
O48788	Q9LVI6
Q42371	Q9FK10
C0LGT1	Q42371
C0LGW6	Q42371
O49545	Q42371
Q42371	Q9M2Z1
Q42371	Q9FII5
O22938	Q42371
Q42371	Q9LYN8
Q42371	Q9ASS4
C0LGT6	Q42371
Q42371	Q8VYT3
Q42371	Q9SD62
C0LGL4	Q6XAT2
C0LGL4	Q9FN37
C0LGL4	C0LGL9
C0LGL4	C0LGN2
C0LGL4	Q9SKB2
Q9SKB2	Q9SUQ3
Q9FMD7	Q9SKB2
Q8W4S5	Q9SKB2
O81069	Q9SKB2
O81069	Q6R2K3
O81069	Q9M8T0
O81069	Q8RY65
C0LGR6	O81069
C0LGU7	O81069
C0LGL4	Q9SNA3
C0LGL4	Q9LT96
C0LGU5	Q9SKB2
C0LGL9	Q9C9Y8
C0LGL9	Q9M8T0
C0LGL9	C0LGR9
C0LGL9	Q9FMD7
C0LGL9	Q8W4S5
C0LGL9	C0LGU5
C0LGL9	Q9LVI6
C0LGT1	O49318
O49545	Q9SKB2
C0LGU0	Q9SKB2
C0LGU7	Q9SKB2
Q3E991	Q9SKB2
C0LGP9	Q9SKB2
Q9C9Y8	Q9SKB2
C0LGR6	Q9SKB2
Q9FK10	Q9SKB2
Q9FL63	Q9SKB2
Q9M8T0	Q9SKB2
C0LGL9	C0LGU7
C0LGL9	Q9LJM4
C0LGL9	Q9FK10
O22938	Q9LJF3
O22938	Q8VYT3
O22938	Q9LVI6
O22938	Q9FK10
C0LGQ5	O22938
C0LGU5	O22938
C0LGP2	O22938
O22938	Q6R2K3
O22938	Q6R2J8
O22938	Q9M2Z1
O22938	Q8W4S5
O22938	Q9FG24
O22938	Q9FMD7
O22938	Q9LIG2
C0LGR9	O22938
O22938	Q9LFS4
O22938	Q9SUQ3
C0LGP2	Q9S7I6
Q9FII5	Q9M8T0
C0LGN2	Q9M8T0
Q9M8T0	Q9SNA3
C0LGR3	Q9M8T0
C0LGU7	Q9M8T0
Q9LIG2	Q9M8T0
Q94F62	Q9M8T0
Q9LT96	Q9M8T0
Q9LFS4	Q9S7I6
Q8W4S5	Q9S7I6
Q9FMD7	Q9S7I6
Q8VYT3	Q9S7I6
Q9LUL4	Q9S7I6
C0LGU5	Q9S7I6
Q9LIG2	Q9S7I6
C0LGT5	Q9S7I6
Q8LFN2	Q9LFS4
C0LGU5	Q8LFN2
C0LGQ9	Q9M8T0
Q9M0G7	Q9M8T0
Q9LYN8	Q9M8T0
O49545	Q9M8T0
Q9LFG1	Q9M8T0
C0LGU1	Q9M8T0
Q8LFN2	Q9LUL4
Q8LFN2	Q8VYT3
C0LGR6	Q8LFN2
Q8LFN2	Q94F62
C0LGX3	Q9LUL4
Q8VYT3	Q9LUL4
Q9LJF3	Q9M0G7
Q9FG24	Q9LJF3
Q9LFG1	Q9LJF3
Q9FL28	Q9LJF3
Q9FII5	Q9LJF3
Q9ASS4	Q9LJF3
Q6R2J8	Q9LJF3
Q9FK10	Q9LJF3
Q6R2K3	Q9LJF3
C0LGQ5	Q9LJF3
C0LGR3	Q9LJF3
C0LGT5	Q9LJF3
C0LGT6	Q9LJF3
Q9LJF3	Q9LUL4
C0LGT5	Q6R2K2
Q6R2K2	Q9M2Z1
Q6R2K2	Q9SUQ3
Q6R2K2	Q9FMD7
C0LGR9	Q6R2K2
O49545	Q6R2K2
Q6R2K2	Q8W4S5
C0LGV0	Q9C9Y8
C0LGR6	Q9C9Y8
Q9C9Y8	Q9LJF3
Q9C9Y8	Q9LFS4
Q9C9Y8	Q9LT96
Q9C9Y8	Q9LIG2
Q9C9Y8	Q9FN37
Q8LFN2	Q9LVI6
Q6R2K3	Q8LFN2
O49545	Q8LFN2
Q6R2J8	Q8LFN2
Q8LFN2	Q9FMD7
C0LGT6	Q9LUL4
Q9ASS4	Q9LUL4
Q9LFS4	Q9LUL4
Q0WR59	Q9LUL4
C0LGQ9	Q9LUL4
C0LGN2	Q9LIG2
C0LGN2	C0LGT1
C0LGN2	Q9LHP4
C0LGN2	C0LGQ5
C0LGN2	Q9SUQ3
C0LGN2	C0LGR9
C0LGN2	Q9FL63
C0LGN2	Q9LJM4
C0LGN2	Q9FMD7
C0LGN2	Q8W4S5
C0LGN2	Q9LVI6
Q94C77	Q9LUL4
Q9FHK7	Q9LUL4
O22476	Q9LUL4
C0LGU1	Q9LUL4
Q9LUL4	Q9SUQ3
Q9LIG2	Q9LUL4
C0LGW6	Q9LUL4
Q9LUL4	Q9SD62
C0LGQ7	Q9LUL4
Q9FN93	Q9LUL4
C0LGQ4	Q9LUL4
Q9FII5	Q9LUL4
C0LGU5	Q9LUL4
Q9LUL4	Q9LVM0
Q9LFG1	Q9LUL4
Q9FK10	Q9LUL4
C0LGU0	Q9LUL4
C0LGV1	Q9LVI6
Q94F62	Q9LVI6
Q8VYT3	Q9LVI6
C0LGU1	Q9LVI6
Q9LVI6	Q9SNA3
Q6R2J8	Q9LVI6
C0LGU7	Q9LVI6
Q9FMD7	Q9LIG2
C0LGU5	Q9LIG2
Q8W4S5	Q9LIG2
C0LGQ4	Q9LIG2
Q9ASS4	Q9LIG2
Q9LJM4	Q9LT96
C0LGT1	Q9LJM4
Q9LVI6	Q9M0G7
Q9FII5	Q9LVI6
C0LGR3	Q9LVI6
Q9FN94	Q9LVI6
O49545	Q9LVI6
C0LGQ9	Q9LVI6
C0LGR6	Q9LVI6
Q8VYT3	Q9LIG2
Q9LIG2	Q9SUQ3
C0LGR9	Q9LIG2
C0LGP9	Q9LIG2
Q9FL63	Q9LIG2
C0LGQ5	Q9LRT1
Q9FL63	Q9LRT1
Q6R2K3	Q9LRT1
Q9FN93	Q9LRT1
Q6R2J8	Q9LRT1
Q9LRT1	Q9M0G7
C0LGX3	Q8RY65
C0LGQ9	Q8RY65
Q8RY65	Q8VYT3
C0LGQ5	Q8RY65
Q0WR59	Q8RY65
C0LGQ7	Q8RY65
Q9LHP4	Q9LYN8
C0LGQ7	Q9LHP4
C0LGS3	Q9LHP4
C0LGR6	Q9LHP4
C0LGR3	Q9LHP4
O49545	Q9LHP4
C0LGV0	Q9LRT1
Q9FG24	Q9LRT1
Q9LFS4	Q9LRT1
C0LGU5	Q9LRT1
C0LGP2	Q9FMD7
C0LGP2	C0LGU5
C0LGP2	P47735
Q9SNA3	Q9SUQ3
Q9FL63	Q9SNA3
C0LGR9	Q9SNA3
C0LGU5	Q9SNA3
Q9FMD7	Q9SNA3
C0LGP2	C0LGP9
C0LGP2	Q9FL63
C0LGP2	O49545
C0LGP2	Q9FK10
C0LGP2	Q9SUQ3
C0LGP2	C0LGR9
C0LGQ7	Q9SNA3
Q9FN94	Q9M2Z1
Q9FN93	Q9M2Z1
C0LGQ5	Q9M2Z1
C0LGU5	Q9M2Z1
Q8W4S5	Q9M2Z1
Q8VYT3	Q9M2Z1
Q9LFS4	Q9M2Z1
C0LGP4	Q9FN37
C0LGP4	Q8W4S5
C0LGX1	Q9SD62
Q9FN93	Q9SD62
Q9LVM0	Q9SD62
Q8VZG8	Q9M2Z1
C0LGQ4	Q9M2Z1
C0LGQ7	Q9M2Z1
Q9FII5	Q9SCT4
C0LGR6	Q9SCT4
Q9FMD7	Q9LFG1
Q9LFG1	Q9SUQ3
C0LGR9	Q9LFG1
C0LGU5	Q9LFG1
Q9FG24	Q9LFG1
Q6R2J8	Q9LFG1
Q9ASS4	Q9LFG1
Q6XAT2	Q9LFG1
Q8VYT3	Q9LFG1
Q6R2K3	Q9LFG1
C0LGP9	C0LGR6
C0LGP9	Q9FN37
C0LGU0	Q9SCT4
Q0WR59	Q6R2K3
Q6R2K3	Q9FK10
C0LGQ7	Q6R2K3
C0LGT6	Q6R2K3
C0LGX3	Q6R2K3
Q6R2K3	Q8W4S5
O49545	Q6R2K3
Q6R2K3	Q8VYT3
Q6R2K3	Q9LFS4
Q6R2K3	Q9ASS4
C0LGQ9	Q6R2K3
Q6R2K3	Q9FII5
C0LGQ5	C0LGS2
Q6R2K3	Q9FN93
C0LGQ4	O49545
C0LGQ4	C0LGR3
C0LGQ4	C0LGR6
C0LGQ4	Q9M0G7
C0LGQ4	Q9FHK7
C0LGQ4	Q8W4S5
C0LGQ5	Q9SUQ3
C0LGQ5	C0LGU0
C0LGQ5	Q9M0G7
C0LGQ5	C0LGU5
C0LGQ5	C0LGR9
C0LGQ5	C0LGU1
C0LGQ5	C0LGR3
C0LGQ5	Q0WR59
C0LGQ5	Q94C77
C0LGQ5	C0LGU7
C0LGQ5	C0LGQ9
C0LGQ5	Q6R2J8
C0LGQ5	Q9LFS4
C0LGQ5	O49545
C0LGQ5	Q94F62
C0LGQ7	C0LGR6
C0LGQ7	O49545
C0LGQ7	C0LGQ9
Q6R2J8	Q9FG24
Q6R2J8	Q9LVM0
Q6R2J8	Q9FII5
Q6R2J8	Q9LVP0
C0LGU0	Q6R2J8
Q6R2J8	Q9ASS4
Q6R2J8	Q6XAT2
Q6R2J8	Q9FMD7
Q6R2J8	Q9LFS4
C0LGX3	Q6R2J8
Q0WR59	Q6R2J8
C0LGT6	Q6R2J8
Q6R2J8	Q94F62
C0LGU5	Q6R2J8
Q6R2J8	Q8W4S5
C0LGQ9	C0LGR9
C0LGQ9	Q9FL28
C0LGQ9	C0LGV0
C0LGQ9	Q9FL63
C0LGQ9	Q9FMD7
C0LGQ9	Q9FN93
C0LGQ9	Q9SUQ3
C0LGQ9	C0LGW6
C0LGQ9	C0LGU5
C0LGQ9	Q8W4S5
C0LGQ9	Q9LFS4
C0LGQ9	Q8VYT3
C0LGQ9	Q94F62
Q9FN37	Q9SUQ3
Q6R2J8	Q9FK10
Q6R2J8	Q94C77
Q9LT96	Q9SUQ3
C0LGS3	Q9SUQ3
C0LGR6	C0LGV0
C0LGR6	Q9FN94
C0LGR6	C0LGW2
C0LGR6	C0LGU7
C0LGR6	Q9FII5
C0LGR6	C0LGU5
C0LGR6	C0LGU0
Q9FN93	Q9M0G7
C0LGW2	Q9M0G7
Q94F62	Q9M0G7
Q9ASS4	Q9M0G7
C0LGT6	Q9M0G7
Q6XAT2	Q9M0G7
P47735	Q9LYN8
C0LGX3	P47735
C0LGW2	P47735
P47735	Q9FN93
C0LGR6	C0LGX1
C0LGS2	Q9SUQ3
P47735	Q8W4S5
C0LGR3	Q9ASS4
C0LGR3	Q9FMD7
C0LGR3	O49545
C0LGR3	O22476
C0LGR3	Q94F62
C0LGR3	Q6XAT2
C0LGR3	Q0WR59
C0LGR3	Q9FN93
C0LGR3	C0LGT6
C0LGR3	C0LGU5
C0LGR3	Q8W4S5
C0LGU5	Q9SUQ3
O49545	Q9SUQ3
Q9LYN8	Q9SUQ3
Q8W4S5	Q9SUQ3
C0LGU1	Q9SUQ3
C0LGR6	Q9LVP0
C0LGR9	O49545
C0LGR9	Q9LT96
C0LGR9	Q9FII5
C0LGR9	Q9FN37
Q8VYT3	Q9FL28
Q8VYT3	Q9LT96
Q8VYT3	Q9LVM0
C0LGS3	Q8VYT3
Q8VYT3	Q94C77
O49545	Q8VYT3
Q0WR59	Q8VYT3
Q8VYT3	Q9FII5
Q8VYT3	Q9LVP0
Q8VYT3	Q9FN93
C0LGU0	Q8VYT3
C0LGU5	Q8VYT3
Q8VYT3	Q9FK10
C0LGR6	C0LGV1
C0LGR6	C0LGW6
C0LGR6	Q9FMD7
Q94F62	Q9FK10
C0LGU5	Q94F62
Q94F62	Q9FG24
Q0WR59	Q94F62
C0LGU0	Q94F62
Q94F62	Q9FN93
C0LGS3	Q94F62
Q94C77	Q94F62
C0LGS2	Q94F62
C0LGR9	C0LGU1
C0LGR9	Q9LVP0
C0LGR9	Q9LYN8
Q94F62	Q9FN37
Q94F62	Q9LVM0
Q3E991	Q94F62
Q94C77	Q9LFS4
Q94C77	Q9FN93
Q6XAT2	Q94C77
C0LGS2	Q9FMD7
C0LGW6	Q94C77
C0LGX3	Q9FG24
O22476	Q9ASS4
C0LGT6	O22476
C0LGX3	O22476
C0LGT1	O22476
O22476	O49545
C0LGS3	C0LGU7
C0LGS3	C0LGW6
C0LGS3	Q9FMD7
C0LGS3	C0LGU5
C0LGS2	Q9LFS4
C0LGS2	C0LGW6
C0LGS2	Q9FL63
C0LGS2	Q9FN93
C0LGS2	Q8W4S5
C0LGS2	C0LGU5
Q8W4S5	Q9FG24
C0LGT6	Q9FG24
C0LGU5	Q9FG24
Q9FG24	Q9FMD7
Q0WR59	Q9FG24
Q9ASS4	Q9FG24
Q9FG24	Q9FII5
Q9FG24	Q9LFS4
O49545	Q9FG24
Q6XAT2	Q8W4S5
C0LGU5	Q6XAT2
Q8W4S5	Q9LYN8
Q0WR59	Q6XAT2
C0LGV1	Q6XAT2
C0LGX3	Q6XAT2
C0LGT6	Q6XAT2
C0LGT1	Q6XAT2
C0LGT6	C0LGW6
C0LGT6	Q9FL28
C0LGT6	O49545
C0LGT5	C0LGU5
C0LGT5	O49545
C0LGU7	Q9FMD7
C0LGT5	Q9FMD7
C0LGX3	Q9FMD7
Q9FMD7	Q9LT96
O49545	Q9FMD7
Q9FII5	Q9FMD7
Q9FMD7	Q9FN37
O49545	Q9LFS4
Q9LFS4	Q9LT96
Q9FL28	Q9LFS4
Q9LFS4	Q9LVM0
C0LGT5	Q9LFS4
Q9FK10	Q9LFS4
Q9FII5	Q9LFS4
Q9LFS4	Q9LVP0
Q9FN93	Q9LFS4
C0LGW6	Q9LFS4
C0LGU0	Q9LFS4
C0LGU5	Q9LFS4
C0LGT1	Q9FN93
C0LGT1	Q9FN94
C0LGT1	C0LGW6
C0LGT1	Q9ASS4
C0LGV0	Q0WR59
C0LGW6	Q0WR59
C0LGU5	Q9LYN8
Q9FMD7	Q9LYN8
O49545	Q9LYN8
C0LGU1	Q9FN93
C0LGU1	C0LGU5
C0LGU0	Q9FN37
C0LGU0	O49545
O49545	Q9FL63
Q9FL63	Q9LT96
Q9FII5	Q9FL63
Q3E991	Q9FII5
Q3E991	Q9FN37
C0LGX3	Q9FL28
Q8W4S5	Q9FL28
C0LGU7	Q9FN93
C0LGU7	Q8W4S5
C0LGU5	C0LGX3
C0LGU5	Q9FII5
C0LGU5	C0LGU7
C0LGU5	Q9LT96
C0LGV1	Q9FN93
O49545	Q9FL28
C0LGW6	Q9ASS4
C0LGW6	Q9FL28
Q9ASS4	Q9FL28
C0LGV1	Q9ASS4
Q9FK10	Q9LT96
Q8W4S5	Q9LT96
C0LGX3	O49545
C0LGX1	Q9LT96
O49545	Q8W4S5
O49545	Q9FN93
O49545	Q9FN94
C0LGW2	O49545
C0LGX1	Q9FN37
O49545	Q9FK10
Q9FK10	Q9FN37
C0LGX3	Q8W4S5
Q94JM3	Q9LV27
C0Z361	Q9LV27
Q9FFV8	Q9LV27
Q84WV1	Q9LV27
P57742	Q9LV27
Q940P8	Q9LV27
P93022	Q9LV27
Q56XV8	Q9LV27
Q8L7N0	Q9LV27
Q05763	Q9LV27
Q9LJ98	Q9LV27
P28769	Q9LV27
Q9LV21	Q9LV27
Q9LV27	Q9SF16
Q93YQ1	Q9LV27
B3H7H1	Q9LV27
Q94K05	Q9LV27
Q9LV27	Q9M888
O64760	Q9LV27
F4IRF5	Q9LV27
Q8W4G0	Q9LV27
Q5XEP2	Q9LV27
F4HTE0	Q9LV27
Q9FR53	Q9LV27
F4I048	Q9LV27
O04450	Q9LV27
P93024	Q9LV27
Q9LNB6	Q9LV27
O49733	Q9LV27
Q93ZM7	Q9LV27
Q84WV1	Q93YQ1
Q93YQ1	Q940P8
P28769	Q93YQ1
Q93YQ1	Q9LV21
Q93YQ1	Q9SF16
Q93YQ1	Q94K05
Q93YQ1	Q9M888
Q93YQ1	Q9FR53
O04450	Q93YQ1
Q93YQ1	Q944A6
Q8L7N0	Q93YQ1
P42818	Q93YQ1
P42818	Q9LFU1
P42818	Q7Y175
P42818	Q39211
P42818	Q9LQR8
P42818	Q9MAT0
P48529	Q8LDQ4
Q07100	Q8LDQ4
Q07098	Q8LDQ4
P42818	Q0WVF5
Q9FJW0	Q9LV27
Q9FMR9	Q9LV27
Q9LV27	Q9SSS7
O22558	Q93YQ1
C0Z361	Q93YQ1
P42825	Q93YQ1
Q56XV8	Q93YQ1
P49691	Q93YQ1
P22953	Q93YQ1
P22954	Q93YQ1
P29511	Q93YQ1
Q93YQ1	Q94AW8
P92958	Q93YQ1
Q93YQ1	Q9LJE4
Q93YQ1	Q9LHA8
O65719	Q93YQ1
Q38997	Q93YQ1
Q84XU2	Q93YQ1
P21238	Q93YQ1
P21240	Q93YQ1
O80397	Q93YQ1
Q93YQ1	Q9S9N1
Q39192	Q9LID3
F4ISN5	Q6NLQ6
Q84MC7	Q9FIF5
Q84MC7	Q9SN12
Q84MC7	Q9LNW3
O23160	Q84MC7
Q84MC7	Q9ZW21
Q39204	Q9ZNV8
Q8W4D8	Q9LVM5
Q84JU4	Q9LTB8
P49598	Q84JU4
O80575	P13114
O80931	P11035
Q8RXD6	Q9SU72
Q39204	Q9LZW4
Q9FMX2	Q9LNW3
Q9SK32	Q9SVQ1
Q9FUR2	Q9ZVY7
Q9CAN4	Q9SKK0
F4JUM1	O22286
Q39026	Q84JD1
A0A178VY90	Q9ATB4
Q42381	Q9SAI2
Q39026	Q9LPW3
Q39010	Q8GY45
A0A1I9LL75	Q8GXW1
O80513	Q84MB2
Q8LF89	Q9FYK5
A0A384L363	Q9FEE2
Q945P2	Q9FYK5
A0A384KCV6	Q9LF53
Q8H1G0	Q9ZT70
A0A178U7R5	Q9LEZ3
F4J010	Q84MB2
A0A384KCR9	Q9LF53
Q39103	Q9LVG2
Q9S7Z2	Q9ZW21
Q8RWD9	Q9MA55
A0A178VXH5	Q9FX36
O04341	Q39234
Q8GZ13	Q9FHZ1
O81313	Q9FUA4
O49403	Q9C5J9
Q9FX36	Q9FYK5
Q9SJG9	Q9SLH3
Q9FHZ1	Q9LMA8
Q9FQ04	Q9LVG2
O80397	Q84MB2
Q9LVG2	Q9M8Y0
Q9LNJ5	Q9LVI4
Q94ID6	Q9LQF0
O80654	P46639
P11035	Q84MB2
O22179	Q9SEZ7
Q39011	Q9LEZ9
Q38827	Q9LQW3
Q9LQT8	Q9S7W5
Q9C5X0	Q9SKT1
Q8RV83	Q9FNZ4
Q9SLH3	Q9SND4
Q94ID6	Q9FYK5
O80397	Q39011
Q39204	Q9SLH3
O22446	Q5CCK4
Q94JQ6	Q9SWW6
Q9FX36	Q9LQF0
A0SVK0	Q9FLI3
Q9FJ55	Q9LQF0
Q9FUA4	Q9LQF0
O23160	Q9FX36
Q9FLI3	Q9LQF0
Q5CCK4	Q9FLI3
Q9FJ55	Q9ZR37
O23078	Q9LQF0
Q8S8E3	Q9LNP9
Q9FLB1	Q9LNP9
Q84MC7	Q9LNP9
O23160	Q9FDW1
O23160	Q9SKK0
O23160	Q9ZNV8
O23160	Q9FGM1
P11035	Q3E9D5
Q84JU4	Q93WV6
Q84JU4	Q9ZR37
Q9FGM1	Q9LNP9
Q9ZNV8	Q9ZR37
Q93ZX1	Q9ZR37
Q39103	Q9FUA4
A0SVK0	Q9LNW3
Q9S7U9	Q9ZR37
P46639	Q9LQF0
Q84JU4	Q9LQF0
Q9LQF0	Q9S7U9
Q9LQF0	Q9SKK0
Q5CCK4	Q9FHZ1
O23160	Q9LUC3
O23160	Q39021
O23160	Q9SJG9
O23160	O80397
O23160	Q9SEZ7
Q8H1R0	Q9LNP9
Q9FLP5	Q9LQF0
Q39023	Q9LQF0
O04336	Q9LQF0
